2025-11-14,410,300,0.0
2025-11-22,400,300,0.0
2025-11-28,380,360,0.2
2025-11-30,381,360,0.2
2025-12-05,368,315,0.2
2025-12-09,384,315,0.4
2025-12-17,370,315,0.4
2026-01-04,398,315,0.4
2026-01-08,417,310,0.3
2026-01-14,425,305,0.4
2026-01-18,403,315,0.5
2026-01-20,395,315,0.5
2026-01-26,399,315,0.5
